;Name;Set;Type;Class;Rarity;Cost;Attack;Health;Abilities;Artist;Text;Quote;Img_link;Subtype
753;Devout Pupil;Scholomance Academy;Minion;Paladin;Epic;6;4;5;['Divine Shield', 'Increment attribute', 'Modify cost', 'Taunt'];Anton Zemskov;Divine Shield, TauntCosts (1) less for each spell you've cast on friendly characters this game.;He considers textbooks Light reading.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/0/0a/Devout_Pupil%28329922%29.png/revision/latest/scale-to-width-down/200?cb=20200911161520;
754;Diamond Spellstone;Kobolds and Catacombs;Spell;Priest;Rare;7;;;['Summon', 'Upgradable'];Tyler West Studios;Resurrect 3 different friendly minions. (Cast 4 spells to upgrade.);See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/7/7f/Diamond_Spellstone%2876955%29.png/revision/latest/scale-to-width-down/200?cb=20171210111110;
755;DIE, INSECT!;Blackrock Mountain;Hero Power;Neutral;;2;;;['Deal damage'];Jimmy Lo;Hero PowerDeal 8 damage to a random enemy.;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/6/67/DIE%2C_INSECT%21%2814655%29.png/revision/latest/scale-to-width-down/200?cb=20161202160212;
756;DIE, INSECT! (Sulfuras reward);Journey to Un'Goro;Hero Power;Neutral;;2;;;['Deal damage'];Blizzard Entertainment;Hero PowerDeal 8 damage to a random enemy.;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/9/96/DIE%2C_INSECT%21%2855711%29.png/revision/latest/scale-to-width-down/200?cb=20170405163824;
757;Diligent Notetaker;Scholomance Academy;Minion;Shaman;Rare;2;2;3;['Copy', 'Generate', 'Spellburst'];Peter Stapleton;Spellburst: Return the spell to your hand.;You never know what cards are going to be on the test.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/a/a5/Diligent_Notetaker%28329868%29.png/revision/latest/scale-to-width-down/200?cb=20200911160255;
758;Dimensional Ripper;Rise of Shadows;Spell;Warrior;Rare;10;;;['Copy', 'Summon'];Daria Tuzova;Summon 2 copies of a minion in your deck.;The first dimensional ripper had a point.The second fell flat.The THIRD one really started to take shape!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/3/34/Dimensional_Ripper%2890618%29.png/revision/latest/scale-to-width-down/200?cb=20191103185831;
759;Dinomancy;Journey to Un'Goro;Spell;Hunter;Epic;2;;;['Replace Hero Power'];Arthur Bozonnet;Your Hero Power becomes 'Give a Beast +2/+2';Anyone can dinomance. Just put your lips together and RAAWWWAARGGGH.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/d/d6/Dinomancy%2855526%29.png/revision/latest/scale-to-width-down/200?cb=20200805213653;
760;Dinomancy (Hero Power);Journey to Un'Goro;Hero Power;Hunter;;2;;;['Increment attribute'];Arthur Bozonnet;Hero PowerGive a Beast +2/+2.;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/f/f3/Dinomancy%2855705%29.png/revision/latest/scale-to-width-down/200?cb=20170405173116;
761;Dinosize;Journey to Un'Goro;Spell;Paladin;Epic;8;;;['Set attribute'];Andrew Hou;Set a minion's Attack and Health to 10.;Comes with fries and a drink.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/d/d2/Dinosize%2855455%29.png/revision/latest/scale-to-width-down/200?cb=20170407143105;
762;Dinotamer Brann;Saviors of Uldum;Minion;Hunter;Legendary;7;2;4;['Battlecry', 'Highlander', 'Summon'];L. Lullabi & K. Turovec;Battlecry: If your deck has no duplicates, summon King Krush.;Brann's new dino-taming hobby is going well—his pet can already make him sit, stand, and roll over!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/8/85/Dinotamer_Brann%2890720%29.png/revision/latest/scale-to-width-down/200?cb=20200805174214;
763;Dire Bat;Saviors of Uldum;;Hunter;;0;;20 / 30;[];Patrik Bjorkstrom;They wouldn't be a problem if you just stopped feeding them.;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/3/37/Dire_Bat%2892696%29.png/revision/latest/scale-to-width-down/200?cb=20200906161602;
764;Dire Frenzy;The Witchwood;Spell;Hunter;Common;4;;;['Copy', 'Generate', 'Increment attribute', 'Shuffle into deck'];Efrem Palacios;Give a Beast +3/+3. Shuffle 3 copies into your deck with +3/+3.;It's always Huffer. And Huffer. And Huffer. And Huffer.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/3/36/Dire_Frenzy%2889398%29.png/revision/latest/scale-to-width-down/200?cb=20200805211630;
765;Dire Mole;Kobolds and Catacombs;Minion;Neutral;Common;1;1;3;[];Daren Bader;You especially don't want to make a dire mountain out of a dire mole hill.;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/b/b3/Dire_Mole%2876996%29.png/revision/latest/scale-to-width-down/200?cb=20171208201505;Beast
766;Dire Shapeshift;;Hero Power;Druid;Free;2;;;['Gain Armor', 'Increment attribute'];Jaslynn Tham;Hero Power+2 Attack this turn.+2 Armor.;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/e/eb/Dire_Shapeshift%28151438%29.png/revision/latest/scale-to-width-down/200?cb=20200920150125;
767;Dire Wolf Alpha;Classic;Minion;Neutral;Common;2;2;2;['Increment attribute'];John Dickenson;Adjacent minions have +1 Attack.;We are pretty excited about the upcoming release of Dire Wolf Beta, just repost this sign for a chance at a key.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/e/e3/Dire_Wolf_Alpha%28305%29.png/revision/latest/scale-to-width-down/200?cb=20160323215241;Beast
768;Direhorn Hatchling;Journey to Un'Goro;Minion;Warrior;Rare;5;3;6;['Deathrattle', 'Generate', 'Shuffle into deck', 'Taunt'];Peter Stapleton;TauntDeathrattle: Shuffle a 6/9 Direhorn with Taunt into your deck.;His mom could beat up your mom.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/3/39/Direhorn_Hatchling%2855524%29.png/revision/latest/scale-to-width-down/200?cb=20170407163206;Beast
769;Direhorn Matriarch;Journey to Un'Goro;Minion;Warrior;;5;6;9;['Taunt'];Peter Stapleton;Taunt;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/a/ab/Direhorn_Matriarch%2855601%29.png/revision/latest/scale-to-width-down/200?cb=20170406171147;Beast
770;Dirty Rat;Mean Streets of Gadgetzan;Minion;Neutral;Epic;2;2;6;['Battlecry', 'Put into battlefield', 'Taunt'];Dany Orizio;TauntBattlecry: Your opponent summons a random minion from their hand.;It's not his fault… Someone keeps stealing his soap!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/7/7a/Dirty_Rat%2849673%29.png/revision/latest/scale-to-width-down/200?cb=20161202181922;
771;Dirty Tricks;Ashes of Outland;Spell;Rogue;Common;2;;;['Draw cards', 'Secret'];David Kegg;Secret: After your opponent casts a spell, draw 2 cards.;"""Ahh sand in my eyes! Also, I'm being stabbed.""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/a/a8/Dirty_Tricks%28210808%29.png/revision/latest/scale-to-width-down/200?cb=20201007135816;
772;Disciple of C'Thun;Whispers of the Old Gods;Minion;Neutral;Rare;3;2;1;['Battlecry', 'Deal damage', 'Increment attribute'];Dan Scott;Battlecry: Deal 2 damage. Give your C'Thun +2/+2 (wherever it is).;C’Thun’s recruiting pitch involves cookies, which is why it’s the most popular Old God.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/1/18/Disciple_of_C%27Thun%2835196%29.png/revision/latest/scale-to-width-down/200?cb=20160426225310;
773;Disciple of Galakrond;Descent of Dragons;Minion;Priest;Common;1;1;2;['Battlecry', 'Invoke'];Eva Widermann;Battlecry: Invoke Galakrond.;Raising Galakrond will cause thurible, thurible damage.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/a/a4/Disciple_of_Galakrond%28151424%29.png/revision/latest/scale-to-width-down/200?cb=20191206161559;
774;Disciplinarian Gandling;Scholomance Academy;Minion;Priest;Legendary;4;3;6;['Destroy', 'Summon'];Zoltan Boros;After you play a minion, destroy it and summon a 4/4 Failed Student.;"""He doesn’t grade on a curve, but on a sharp spike instead.""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/5/53/Disciplinarian_Gandling%28329885%29.png/revision/latest/scale-to-width-down/200?cb=20200911160924;
775;Diseased Vulture;Saviors of Uldum;Minion;Warlock;Epic;4;3;5;['Summon'];Dave Allsop;After your hero takes damage on your turn, summon a random 3-Cost minion.;He's off the twig! He's kicked the bucket! THIS IS AN EX-VULTURE!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/1/1c/Diseased_Vulture%2890752%29.png/revision/latest/scale-to-width-down/200?cb=20191105172633;Beast
776;Disguised Wanderer;Ashes of Outland;Minion;Neutral;Common;4;3;3;['Deathrattle', 'Summon'];Ben Olson;Deathrattle: Summon a 9/1 Inquisitor.;He wanders east... always into the east.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/8/8a/Disguised_Wanderer%28210836%29.png/revision/latest/scale-to-width-down/200?cb=20201007135828;Demon
777;Dispatch Kodo;Mean Streets of Gadgetzan;Minion;Hunter;Rare;4;2;4;['Battlecry', 'Deal damage'];Luca Zontini;Battlecry: Deal damage equal to this minion's Attack.;"""Crime reported at First Bank of Gadgetzan. Huge quantities of Jade being carried away by what looks like a bunch of Hozen. Kodo 77 can you make it over there now?""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/2/21/Dispatch_Kodo%2849674%29.png/revision/latest/scale-to-width-down/200?cb=20200805175540;Beast
778;Divine Favor;Hall of Fame;Spell;Paladin;Rare;3;;;['Draw cards'];Lucas Graciano;Draw cards until you have as many in hand as your opponent.;This is not just a favor, but a divine one, like helping someone move a couch with a fold out bed!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/8/85/Divine_Favor%28581%29.png/revision/latest/scale-to-width-down/200?cb=20190906063910;
779;Divine Hymn;The Witchwood;Spell;Priest;Common;2;;;['Restore Health'];Tom Baxa;Restore 6 Health to all friendly characters.;Taken up an octave, it's highly effective against stained glass golems.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/9/98/Divine_Hymn%2889461%29.png/revision/latest/scale-to-width-down/200?cb=20180412132636;
780;Divine Rager;Scholomance Academy;Minion;Neutral;Common;4;5;1;['Divine Shield'];Patrik Bjorkstrom;Divine Shield;For when you need to rage, rage against the dying of the Light.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/c/cf/Divine_Rager%28330004%29.png/revision/latest/scale-to-width-down/200?cb=20200911160917;Elemental
781;Divine Spirit;Hall of Fame;Spell;Priest;Common;2;;;['Multiply attribute'];Jim Pavelec;Double a minion's Health.;Double the trouble. Double the fun!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/9/95/Divine_Spirit%28554%29.png/revision/latest/scale-to-width-down/200?cb=20200327143540;
782;Divine Strength;Whispers of the Old Gods;Spell;Paladin;Common;1;;;['Increment attribute'];Eva Widermann;Give a minion +1/+2.;Every year a few paladins get disqualified from the Westfall weight lifting championship for using Divine Strength.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/0/00/Divine_Strength%2835252%29.png/revision/latest/scale-to-width-down/200?cb=20160426224149;
783;Diving Gryphon;Descent of Dragons;Minion;Hunter;Rare;3;4;1;['Battlecry', 'Put into hand', 'Rush'];Mike Sass;RushBattlecry: Draw a Rush minion from your deck.;Warning: May cause carousel flashbacks.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/8/87/Diving_Gryphon%28151350%29.png/revision/latest/scale-to-width-down/200?cb=20200805180358;Beast
784;Djinni of Zephyrs;The League of Explorers;Minion;Neutral;Epic;5;4;6;['Cast spell', 'Copy'];Jakub Kasper;After you cast a spell on another friendly minion, cast a copy of it on this one.;If you want your wish granted, don't rub him the wrong way.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/3/3e/Djinni_of_Zephyrs%2827234%29.png/revision/latest/scale-to-width-down/200?cb=20170803002454;Elemental
785;Doctor Krastinov;Scholomance Academy;Minion;Rogue;Legendary;5;4;4;['Increment attribute', 'Rush'];L. Lullabi & K. Turovec;RushWhenever this attacks, give your weapon +1/+1.;He is not a medical doctor.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/b/b4/Doctor_Krastinov%28329899%29.png/revision/latest/scale-to-width-down/200?cb=20200911161129;
786;Dollmaster Dorian;The Witchwood;Minion;Neutral;Legendary;5;2;6;['Copy', 'Set attribute', 'Summon'];J. Axer;Whenever you draw a minion, summon a 1/1 copy of it.;The children were puzzled by the scratches covering the insides of their toy-boxes.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/2/22/Dollmaster_Dorian%2889402%29.png/revision/latest/scale-to-width-down/200?cb=20180412044731;
787;Don Han'Cho;Mean Streets of Gadgetzan;Minion;Hunter;Legendary;7;5;6;['Battlecry', 'Increment attribute'];Tyson Murphy;Battlecry: Give a random minion in your hand +5/+5.;The brilliant mastermind of the Grimy Goons, Han sometimes thinks about ditching the idiot Cho, but that would just tear him apart.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/2/24/Don_Han%27Cho%2849683%29.png/revision/latest/scale-to-width-down/200?cb=20161202182758;
788;Don't Feed the Animals;Madness at the Darkmoon Faire;Spell;Hunter;Epic;2;;;['Corrupt', 'Increment attribute'];Zoltan Boros;Give all Beasts in your hand +1/+1.Corrupt: Give them +2/+2 instead.;They're still cleaning up the mess from the last time someone fed the basilisk a deep fried candybar.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/9/95/Don%27t_Feed_the_Animals%28378836%29.png/revision/latest/scale-to-width-down/200?cb=20201113112847;
789;Don't Feed the Animals (Corrupted);Madness at the Darkmoon Faire;Spell;Hunter;Epic;2;;;['Corrupted', 'Increment attribute'];Zoltan Boros;CorruptedGive all Beasts in your hand +2/+2.;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/3/3a/Don%27t_Feed_the_Animals%28378837%29.png/revision/latest/scale-to-width-down/200?cb=20201117200110;
790;Doom Pact;Knights of the Frozen Throne;Spell;Death Knight;;5;;;['Destroy', 'Remove from deck'];Mike Nicholson;Destroy all minions. Remove the top card from your deck for each minion destroyed.;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/3/31/Doom_Pact%2863050%29.png/revision/latest/scale-to-width-down/200?cb=20170809012320;
791;Doom Rat;The Witchwood;Minion;Hunter;;6;6;6;[];Daria Tuzova;See this card on Hearthpwn;[data page];https://static.wikia.nocookie.net/hearthstone_gamepedia/images/0/00/Doom_Rat%2889389%29.png/revision/latest/scale-to-width-down/200?cb=20200805174347;Beast
792;DOOM!;Whispers of the Old Gods;Spell;Warlock;Epic;10;;;['Destroy', 'Draw cards'];Raymond Swanland;Destroy all minions. Draw a card for each.;"We ran out of space for ""DOOOOOOOOOOOM!!!!!""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/7/73/DOOM%21%2833129%29.png/revision/latest/scale-to-width-down/200?cb=20160426230453;
793;Doomcaller;Whispers of the Old Gods;Minion;Neutral;Rare;8;7;9;['Battlecry', 'Generate', 'Increment attribute', 'Shuffle into deck'];Benjamin Zhang;Battlecry: Give your C'Thun +2/+2 (wherever it is). If it's dead, shuffle it into your deck.;"""Hello, is Doom there? No? Can I leave a message?""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/2/21/Doomcaller%2835211%29.png/revision/latest/scale-to-width-down/200?cb=20160426225521;
794;Doomed Apprentice;Knights of the Frozen Throne;Minion;Mage;Rare;3;3;2;['Increment attribute', 'Modify cost'];Alex Horley Orlandelli;Your opponent's spells cost (1) more.;Jaina was never good at keeping up apprentices.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/6/60/Doomed_Apprentice%2862847%29.png/revision/latest/scale-to-width-down/200?cb=20170809030523;
795;Doomerang;Knights of the Frozen Throne;Spell;Rogue;Epic;1;;;['Deal damage', 'Return to hand'];Konstantin Turovec;Throw your weapon at a minion. It deals its damage, then returns to your hand.;Guaranteed to return your weapon directly to your hand! (Wear gloves. Thick ones.);https://static.wikia.nocookie.net/hearthstone_gamepedia/images/0/0e/Doomerang%2862940%29.png/revision/latest/scale-to-width-down/200?cb=20170809034724;
796;Doomguard;Hall of Fame;Minion;Warlock;Rare;5;5;7;['Battlecry', 'Charge', 'Discard'];Lucas Graciano;Charge. Battlecry: Discard two random cards.;Summoning a doomguard is risky. Someone is going to die.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/e/e8/Doomguard%28507%29.png/revision/latest/scale-to-width-down/200?cb=20190906063946;Demon
797;Doomhammer;Classic;Weapon;Shaman;Epic;5;2;;['Overload', 'Windfury'];John Polidora;Windfury, Overload: (2);Orgrim Doomhammer gave this legendary weapon to Thrall.  His name is a total coincidence.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/0/07/Doomhammer%28172%29.png/revision/latest/scale-to-width-down/200?cb=20200805164646;
798;Doomsayer;Classic;Minion;Neutral;Epic;2;0;7;['Destroy'];Alex Horley;At the start of your turn, destroy ALL minions.;He's almost been right so many times. He was sure it was coming during the Cataclysm.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/b/b4/Doomsayer%28467%29.png/revision/latest/scale-to-width-down/200?cb=20160323225235;
